home_rank_id,away_rank_id,season,month,dayofweek,home_defense,home_midfield,home_attack,away_defense,away_midfield,away_attack,is_cup_game,attendance,lineup_goals_diff,lineup_assists_diff,lineup_yellow_diff,lineup_red_diff,pos_diff,lineup_age_diff,lineup_market_value_diff,result_num,home_draw_rate_5,away_draw_rate_5,rank_diff_abs,rank_closeness,home_win_rate_5,country_France,country_Germany,country_Italy,country_Netherlands,country_Portugal,country_Spain,country_Türkiye,country_europa,type_domestic_league,type_international_cup,type_other,round_knockout,round_league,round_rounds
21,24,2013,1,2,4,2,4,4,4,2,0,11.228783784594436,-0.1428571428571428,0.14285714285714235,0.5238095238095242,0.0,1.0,1.0,375238.09523809515,-1,0.2,0.2,3,0.25,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
353,18,2013,1,2,4,2,4,4,2,4,0,10.35047840747279,-4.746753246753247,-4.941558441558442,-2.634199134199134,0.04761904761904767,6.0,-1.857142857142854,-5281385.281385282,-1,0.2,0.2,335,0.002976190476190476,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
287,111,2013,1,2,4,2,4,4,2,4,0,10.159408023364275,-2.683982683982684,-2.62987012987013,-1.497835497835498,0.0,7.0,1.662337662337663,-5130961.038961039,0,0.2,0.2,176,0.005649717514124294,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
10,447,2013,1,2,4,3,3,5,4,1,0,10.70611674371307,4.196969696969696,2.6616161616161613,1.7424242424242427,0.0,-6.0,-1.7979797979797922,10445555.555555556,1,0.2,0.2,437,0.00228310502283105,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
342,5,2013,1,2,4,3,3,4,4,2,0,9.928131383448887,-5.454545454545455,-4.136363636363637,-3.545454545454545,0.0,11.0,-0.2727272727272734,-3696363.6363636362,-1,0.2,0.2,337,0.0029585798816568047,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
353,11,2013,1,1,4,2,4,4,2,4,0,10.350894028432464,-3.638095238095238,-4.273809523809524,-2.6738095238095236,0.0,7.0,-2.009523809523813,-4038333.333333334,0,0.0,0.2,342,0.0029154518950437317,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
111,445,2013,1,5,4,2,4,4,4,2,0,10.514013704407736,3.142857142857143,2.8095238095238093,2.380952380952381,0.0,-10.0,1.904761904761905,5284761.904761905,1,0.2,0.2,334,0.0029850746268656717,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
18,288,2013,1,2,4,2,4,4,2,4,0,10.630480449879682,3.5909090909090913,2.9090909090909087,3.0,0.045454545454545414,-15.0,-0.9090909090909136,7545454.545454545,0,0.2,0.2,270,0.0036900369003690036,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
18,21,2013,1,6,4,2,4,4,4,2,0,10.636239987688432,2.984848484848485,1.6623376623376624,1.1147186147186146,0.045454545454545414,-4.0,0.7186147186147167,3112813.852813854,1,1.0,0.2,3,0.25,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
24,5,2013,1,2,4,2,4,4,4,2,0,10.49327222010092,-2.9181818181818184,-1.1590909090909092,-2.2318181818181815,0.0,4.0,-2.9772727272727266,-1218545.454545455,-1,0.2,0.0,19,0.05,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
21,342,2013,1,5,4,2,4,4,3,3,0,11.225723277355298,0.6558441558441557,1.9740259740259738,1.8679653679653678,0.0,-6.0,0.3809523809523796,3796277.056277056,1,0.0,0.2,321,0.003105590062111801,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
255,5,2013,1,6,4,5,1,4,4,2,0,10.808191415158364,-6.2272727272727275,-4.545454545454545,-3.6363636363636362,0.0,6.0,-2.18181818181818,-3905454.5454545454,-1,0.2,0.0,250,0.00398406374501992,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
21,433,2013,1,1,4,2,4,4,2,4,0,11.229261973860229,2.8636363636363633,3.4155844155844153,1.4805194805194808,-0.0714285714285714,-13.0,1.0714285714285694,5673636.363636363,1,0.0,0.0,412,0.002421307506053269,0.3333333333333333,False,False,False,False,False,False,False,False,True,False,False,False,True,False
183,11,2013,1,0,5,3,2,4,3,3,0,10.493992741124194,-3.6883116883116887,-4.303030303030304,-1.9264069264069268,0.0,10.0,-1.1298701298701275,-6283030.303030303,-1,0.2,1.0,172,0.005780346820809248,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
447,18,2013,1,5,4,5,1,4,2,4,0,10.12362659483004,-4.515151515151515,-3.9444444444444446,-3.560606060606061,0.0,7.0,-0.29797979797979224,-8545555.555555556,-1,0.2,0.0,429,0.002325581395348837,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
410,111,2013,1,0,4,4,2,4,2,4,0,10.093487885257083,-2.6731601731601735,-2.2554112554112553,-1.770562770562771,0.0,7.0,1.857142857142854,-3309264.0692640697,0,0.2,1.0,299,0.0033333333333333335,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
24,350,2013,1,5,4,4,2,4,4,2,0,10.494131243361226,2.8833333333333337,3.3166666666666673,2.0666666666666664,0.0,-14.0,-2.9833333333333343,5793333.333333333,1,0.0,0.2,326,0.0030581039755351682,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
10,183,2013,1,5,4,4,2,4,3,3,0,10.708578531318057,6.045454545454546,4.636363636363637,1.3181818181818183,0.0,-6.0,1.1818181818181799,9605454.545454545,0,0.0,0.2,173,0.005747126436781609,0.5,False,False,False,False,False,False,False,False,True,False,False,False,True,False
342,24,2013,1,6,4,2,4,4,2,4,0,9.941264916870159,-1.8772727272727272,-3.3863636363636367,-1.2181818181818183,0.0,10.0,1.25,-4291636.363636363,-1,0.0,0.0,318,0.003134796238244514,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
287,10,2013,1,6,4,3,3,4,3,3,0,10.209537399846088,-4.8939393939393945,-4.075757575757576,-1.7489177489177488,0.0,8.0,0.6709956709956657,-9236294.372294372,-1,1.0,0.2,277,0.0035971223021582736,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
5,433,2013,1,5,4,4,2,4,5,1,0,10.762445737763038,5.112121212121212,4.084848484848485,3.8727272727272726,-0.06666666666666665,-18.0,2.6848484848484873,5309757.575757576,1,0.2,0.0,428,0.002331002331002331,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
11,374,2013,1,5,4,2,4,4,2,4,0,11.002116507732017,3.095238095238096,3.5714285714285716,2.7619047619047623,0.0,-16.0,-3.3333333333333357,5848571.428571428,1,0.0,0.2,363,0.0027472527472527475,0.5,False,False,False,False,False,False,False,False,True,False,False,False,True,False
10,111,2013,1,1,4,3,3,4,2,4,0,10.702142737876844,3.8246753246753245,2.196969696969697,-0.12554112554112562,0.0,-2.0,-1.9090909090909065,4912900.4329004325,1,0.5,1.0,101,0.00980392156862745,0.3333333333333333,False,False,False,False,False,False,False,False,True,False,False,False,True,False
6,7,2013,1,6,4,4,2,4,3,3,0,11.043065825357488,0.45238095238095255,1.2878787878787876,0.2878787878787872,0.0,-2.0,-0.13419913419912888,3415584.415584416,1,0.2,0.2,1,0.5,0.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False
7,458,2013,1,6,4,2,4,4,3,3,0,10.094521049932105,4.431077694235589,1.5789473684210527,4.553884711779449,0.0,-9.0,-0.2080200501253131,4576566.4160401,1,0.2,0.2,451,0.0022123893805309734,0.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False
6,303,2013,1,6,4,4,2,4,2,4,0,10.445724630256212,4.380952380952381,2.912698412698413,4.031746031746032,0.0,-10.0,1.3253968253968296,6033015.873015873,1,0.0,0.2,297,0.003355704697986577,0.5,False,False,False,False,True,False,False,False,True,False,False,False,True,False
3,388,2013,1,6,4,3,3,4,5,1,0,10.939443991173167,8.904306220095695,6.394736842105263,4.940191387559809,0.0,-15.0,-0.20095693779904167,13322344.497607656,1,0.2,0.2,385,0.0025906735751295338,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
451,12,2013,1,6,4,2,4,4,2,4,0,9.55400099583723,-5.195454545454545,-3.809090909090909,-6.195454545454545,0.0,17.0,-0.5590909090909051,-6636727.272727273,-1,0.2,0.2,439,0.0022727272727272726,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
30,369,2013,1,5,4,4,2,4,2,4,0,10.344995251991222,4.5227272727272725,3.372727272727272,4.695454545454545,0.050000000000000044,-1.0,-1.4590909090909037,3072363.6363636367,-1,0.2,0.2,339,0.0029411764705882353,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
4,400,2013,1,5,4,3,3,4,2,4,0,11.2101297547084,10.154545454545454,7.827272727272726,6.281818181818181,0.045454545454545414,-9.0,0.35909090909090935,12920590.909090908,1,0.2,0.2,396,0.0025188916876574307,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
369,3,2013,1,6,4,2,4,4,3,3,0,10.088472226749566,-8.954545454545455,-5.909090909090909,-5.090909090909091,0.0,11.0,2.0909090909090864,-12963636.363636363,0,0.2,0.2,366,0.0027247956403269754,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
12,30,2013,1,6,4,2,4,4,2,4,0,10.714439990727769,3.0954545454545457,1.959090909090909,2.8045454545454547,-0.050000000000000044,-5.0,0.1863636363636303,6045454.545454545,0,0.2,0.2,18,0.05263157894736842,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
12,3,2013,1,5,4,4,2,4,3,3,0,10.89518255885816,0.45454545454545503,-2.136363636363636,2.2272727272727266,0.0,1.0,-0.45454545454545325,-1998181.8181818165,0,1.0,1.0,9,0.1,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
4,349,2013,1,0,4,2,4,4,2,4,0,11.085490783433066,8.593301435406698,6.641148325358852,6.028708133971292,0.045454545454545414,-15.0,1.8995215311004756,11946124.401913876,1,0.0,0.2,345,0.002890173410404624,0.5,False,False,False,False,False,True,False,False,True,False,False,False,True,False
408,4,2013,1,5,4,4,2,4,3,3,0,10.655422374579162,-10.138755980861244,-7.911483253588516,-6.760765550239235,-0.045454545454545414,17.0,1.354066985645936,-13834354.066985644,-1,0.2,0.2,404,0.0024691358024691358,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
415,4,2013,1,6,4,2,4,4,3,3,0,10.377607697293703,-10.254545454545456,-7.877272727272727,-5.931818181818182,-0.045454545454545414,9.0,-1.3590909090909093,-12715090.909090908,-1,0.2,0.0,411,0.0024271844660194173,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
466,30,2013,1,5,4,2,4,4,2,4,0,9.904237271426673,-3.4642857142857144,-3.342857142857143,-5.421428571428571,-0.050000000000000044,10.0,-0.007142857142852677,-3211428.5714285714,0,0.2,1.0,436,0.002288329519450801,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
30,446,2013,1,6,4,4,2,4,2,4,0,10.272115770592318,4.476315789473684,3.5921052631578947,4.7026315789473685,0.050000000000000044,-2.0,-0.5394736842105274,2862526.3157894737,1,0.0,0.2,416,0.002398081534772182,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
388,12,2013,1,5,5,4,1,4,4,2,0,10.200327562772674,-5.232323232323232,-3.787878787878787,-5.398989898989899,0.0,10.0,1.2424242424242422,-8143585.858585859,-1,0.2,0.0,376,0.002652519893899204,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3,466,2013,1,6,4,3,3,4,2,4,0,11.06713823738346,4.596590909090909,6.130681818181818,2.1136363636363633,0.0,-15.0,-0.03977272727272663,8888522.727272727,1,0.0,0.2,463,0.0021551724137931034,0.5,False,False,False,False,False,True,False,False,True,False,False,False,True,False
9,179,2013,1,6,4,3,3,4,3,3,0,10.847335083981154,3.359523809523809,2.1166666666666663,2.269047619047619,0.0,-7.0,0.05476190476190368,-1979619.0476190476,1,0.2,0.2,170,0.005847953216374269,0.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False
390,9,2013,1,6,4,3,3,4,3,3,0,8.979542601725113,-2.011904761904762,-1.119047619047619,-2.1785714285714284,0.0,11.0,0.9642857142857153,-2291547.619047619,-1,0.2,0.2,381,0.002617801047120419,0.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False
14,268,2013,1,0,4,2,4,4,2,4,0,10.714439990727769,3.9147727272727275,3.6136363636363633,4.159090909090909,0.0,-13.0,0.6534090909090935,2178125.0,1,0.2,0.2,254,0.00392156862745098,0.0,False,False,False,False,False,False,True,False,True,False,False,False,True,False
360,15,2013,1,6,4,3,3,3,5,2,0,9.648659816955295,-2.5090909090909093,-2.754545454545455,-3.086363636363637,0.0,10.0,-0.5636363636363697,-2823909.090909091,0,0.2,0.2,345,0.002890173410404624,0.0,False,False,False,False,False,False,True,False,True,False,False,False,True,False
8,19,2013,1,6,3,5,2,4,3,3,0,10.57813975045983,2.590909090909091,1.545454545454545,1.1363636363636358,0.0,-1.0,0.8181818181818201,2143636.3636363633,1,0.2,0.2,11,0.08333333333333333,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
27,16,2013,1,0,4,3,3,3,5,2,0,10.513769295265618,-0.3506493506493511,-0.31818181818181834,1.1060606060606055,0.0,4.0,2.6320346320346317,-531792.2077922076,1,0.2,0.2,11,0.08333333333333333,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
26,180,2013,1,0,4,3,3,4,4,2,0,10.439629984285908,0.8874458874458873,1.1666666666666665,2.398268398268398,0.0,-4.0,0.1904761904761898,3264554.1125541124,1,0.2,0.2,154,0.0064516129032258064,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
13,429,2013,1,0,4,2,4,4,2,4,0,10.93713456235188,5.238095238095238,3.6190476190476195,3.3333333333333335,0.0,-11.0,2.095238095238095,3701904.7619047617,1,0.2,0.2,416,0.002398081534772182,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
363,27,2013,1,5,3,5,2,4,5,1,0,9.69547888880619,-2.921428571428571,-2.614285714285714,-3.8214285714285716,0.0,9.0,0.047619047619051,-2310847.619047619,0,0.2,0.2,336,0.002967359050445104,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
468,8,2013,1,6,4,3,3,3,5,2,0,8.517393171418904,-4.909090909090909,-4.363636363636363,-3.0000000000000004,0.0,13.0,-0.8181818181818201,-6127272.727272727,-1,0.2,0.2,460,0.0021691973969631237,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
442,13,2013,1,6,4,3,3,4,2,4,0,10.032628069359218,-4.7857142857142865,-3.071428571428571,-3.833333333333333,0.0,3.0,1.2619047619047592,-1438095.2380952383,-1,0.2,0.2,429,0.002325581395348837,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
16,460,2013,1,0,3,5,2,3,5,2,0,10.39714667138021,2.7640692640692643,2.170995670995671,2.365800865800866,0.0,-11.0,-1.8701298701298725,3924502.164502165,0,0.2,0.2,444,0.0022471910112359553,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
19,376,2013,1,6,4,3,3,3,5,2,0,10.541861707248781,2.7636363636363637,3.0681818181818183,2.8590909090909093,0.0,-8.0,-0.35454545454545183,4180363.6363636367,1,0.2,0.2,357,0.002793296089385475,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
307,26,2013,1,6,4,3,3,4,3,3,0,9.766005509214866,-2.0285714285714285,-1.5809523809523809,-3.219047619047619,0.0,6.0,-2.6476190476190453,-3133142.8571428573,1,0.2,0.2,281,0.0035460992907801418,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
26,442,2013,1,6,4,2,4,4,3,3,0,10.340257510472705,2.2527472527472527,1.967032967032967,4.003663003663004,0.0,5.0,0.9890109890109926,3502637.3626373624,1,0.0,0.2,416,0.002398081534772182,0.5,False,False,True,False,False,False,False,False,True,False,False,False,True,False
376,16,2013,1,6,3,5,2,3,4,3,0,9.917143878983614,-2.9191919191919187,-2.287878787878788,-2.3030303030303036,0.0,5.0,-3.469696969696969,-724848.4848484849,1,0.2,0.0,360,0.002770083102493075,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
386,27,2013,1,6,3,5,2,5,4,1,0,9.448254302193842,-2.380952380952381,-2.0,-3.4285714285714284,0.0,6.0,-0.7142857142857153,-677142.8571428573,-1,0.2,1.0,359,0.002777777777777778,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
19,381,2013,1,5,4,3,3,5,4,1,0,10.463417576808427,2.982954545454546,1.8863636363636362,2.8693181818181817,0.0,-17.0,2.63068181818182,2791022.7272727275,1,0.0,0.2,362,0.0027548209366391185,0.5,False,False,True,False,False,False,False,False,True,False,False,False,True,False
363,13,2013,1,6,3,5,2,4,2,4,0,10.06044856538989,-5.142857142857143,-3.571428571428571,-3.0000000000000004,0.0,14.0,1.952380952380956,-3612380.952380952,0,1.0,0.0,350,0.002849002849002849,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
8,429,2013,1,5,3,4,3,4,2,4,0,10.567437615438774,5.213636363636363,3.9272727272727277,3.0227272727272725,0.0,-12.0,2.4363636363636303,5194000.0,1,0.0,0.0,421,0.002369668246445498,0.5,False,False,True,False,False,False,False,False,True,False,False,False,True,False
16,237,2013,1,6,3,4,3,3,5,2,0,10.463331885781653,3.1004784688995213,2.138755980861244,1.8732057416267947,0.0,-15.0,1.4258373205741606,2326602.870813397,0,1.0,0.2,221,0.0045045045045045045,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
13,460,2013,1,5,4,2,4,3,5,2,0,10.575360022817218,5.428571428571428,4.0,3.4761904761904763,0.0,-13.0,-1.6666666666666714,4525714.285714285,0,0.0,1.0,447,0.002232142857142857,0.5,False,False,True,False,False,False,False,False,True,False,False,False,True,False
27,8,2013,1,5,3,4,3,3,5,2,0,10.691694881645189,-2.508658008658009,-1.7532467532467533,0.6991341991341997,0.0,9.0,2.1601731601731586,-4733333.333333334,0,0.0,0.0,19,0.05,0.5,False,False,True,False,False,False,False,False,True,False,False,False,True,False
468,26,2013,1,6,4,3,3,4,2,4,0,8.517393171418904,-2.261904761904762,-2.1103896103896105,-2.606060606060606,0.0,5.0,0.06060606060606233,-3272121.2121212124,-1,0.0,0.0,442,0.002257336343115124,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
442,19,2013,1,6,4,3,3,4,3,3,0,10.058652004037477,-2.2181818181818183,-1.1727272727272728,-2.9454545454545458,0.0,6.0,1.6000000000000014,-2914060.606060606,-1,0.0,0.0,423,0.0023584905660377358,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
7,243,2013,1,2,4,3,3,4,3,3,1,9.434123718577732,0.8095238095238095,1.4285714285714284,4.238095238095238,0.0,0.0,-2.2380952380952337,4063809.523809524,1,0.0,0.2,236,0.004219409282700422,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,303,2013,1,5,4,2,4,4,3,3,1,9.908972482766698,4.134920634920634,1.4682539682539684,4.5476190476190474,0.0,0.0,0.5238095238095184,4388888.888888889,1,0.0,0.0,296,0.003367003367003367,0.6666666666666666,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,371,2013,1,5,4,4,2,4,3,3,1,8.804625232612809,0.03333333333333344,0.3500000000000001,1.2166666666666666,0.0,0.0,0.1666666666666714,1606000.0,1,0.0,0.2,365,0.00273224043715847,0.6666666666666666,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26,286,2013,1,2,4,3,3,4,4,2,1,9.654064192201437,1.7000000000000002,1.5,3.283333333333333,0.0,0.0,3.183333333333337,3309000.0,1,0.0,0.2,260,0.0038314176245210726,0.6666666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,True
27,343,2013,1,1,4,3,3,4,3,3,1,8.805075243870684,-0.15406162464986006,0.3025210084033616,2.0196078431372544,0.0,0.0,-3.2044817927170826,631484.593837535,1,0.5,0.2,316,0.0031545741324921135,0.3333333333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,True
13,180,2013,1,2,4,2,4,4,5,1,1,10.463131911491967,3.0315789473684216,2.8368421052631576,3.2552631578947375,0.0,0.0,0.10789473684210549,4273368.421052632,1,0.5,0.0,167,0.005952380952380952,0.3333333333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,True
386,16,2013,1,3,3,5,2,3,5,2,1,8.739216115061744,-1.0272727272727271,-1.75,-1.15,0.0,0.0,-4.459090909090904,-1557727.2727272725,1,0.0,0.0,370,0.0026954177897574125,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
19,429,2013,1,3,4,3,3,4,2,4,1,9.927887439359663,1.9206349206349205,0.8809523809523809,2.8571428571428568,0.0,0.0,-0.22222222222222143,3389206.34920635,1,0.0,0.0,410,0.0024330900243309003,0.6666666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,True
